No,hour_A,PM2.5_A,PM10_A,SO2_A,NO2_A,CO_A,O3_A,TEMP_A,station_A,hour_C,PM2.5_C,PM10_C,SO2_C,NO2_C,CO_C,O3_C,TEMP_C,station_C,Date
17278,21,163.0,239.0,70.0,69.0,1500.0,52.0,4.0,Aotizhongxin,21,195.0,245.0,74.0,72.0,1500.0,16.0,3.0,Changping,2015-02-18
17279,22,155.0,218.0,57.0,50.0,1200.0,52.0,4.0,Aotizhongxin,22,144.0,186.0,62.0,46.0,1200.0,36.0,3.0,Changping,2015-02-18
17280,23,123.0,165.0,48.0,48.0,900.0,44.0,3.0,Aotizhongxin,23,174.0,217.0,63.0,60.0,1800.0,26.0,4.0,Changping,2015-02-18
17281,0,132.0,184.0,51.0,41.0,900.0,47.0,3.0,Aotizhongxin,0,205.0,246.0,62.0,47.0,1600.0,36.0,3.0,Changping,2015-02-19
17282,1,281.0,392.0,128.0,41.0,900.0,46.0,2.0,Aotizhongxin,1,388.0,489.0,122.0,52.0,1400.0,26.0,3.0,Changping,2015-02-19
17283,2,228.0,350.0,86.0,41.0,1000.0,45.0,2.0,Aotizhongxin,2,283.0,352.0,89.0,46.0,1500.0,29.0,1.0,Changping,2015-02-19
17284,3,144.0,195.0,51.0,38.0,1000.0,47.0,0.0,Aotizhongxin,3,274.0,344.0,77.0,47.0,1700.0,24.0,1.0,Changping,2015-02-19
17285,4,145.0,187.0,44.0,43.0,1000.0,40.0,-2.0,Aotizhongxin,4,262.0,318.0,67.0,44.0,1900.0,23.0,1.0,Changping,2015-02-19
17286,5,180.0,228.0,50.0,46.0,1200.0,36.0,-2.0,Aotizhongxin,5,294.0,356.0,76.0,42.0,1900.0,22.0,-1.0,Changping,2015-02-19
17287,6,192.0,243.0,56.0,54.0,1400.0,31.0,0.0,Aotizhongxin,6,266.0,322.0,80.0,44.0,1900.0,20.0,-2.0,Changping,2015-02-19
17288,7,294.0,379.0,79.0,68.0,2100.0,12.0,-1.0,Aotizhongxin,7,262.0,317.0,80.0,49.0,2000.0,16.0,-2.0,Changping,2015-02-19
17289,8,294.0,374.0,77.0,66.0,2300.0,11.0,-1.0,Aotizhongxin,8,253.0,311.0,80.0,50.0,2100.0,15.0,-2.0,Changping,2015-02-19
17290,9,278.0,358.0,72.0,60.0,2300.0,16.0,1.0,Aotizhongxin,9,283.0,342.0,90.0,47.0,2300.0,19.0,1.0,Changping,2015-02-19
17291,10,243.0,317.0,89.0,57.0,2100.0,24.0,2.0,Aotizhongxin,10,254.0,310.0,85.0,44.0,2100.0,22.0,2.0,Changping,2015-02-19
17292,11,226.0,284.0,85.0,52.0,1800.0,37.0,4.0,Aotizhongxin,11,265.0,310.0,75.0,45.0,2000.0,24.0,2.0,Changping,2015-02-19
17293,12,193.0,235.0,78.0,50.0,1600.0,49.0,4.0,Aotizhongxin,12,293.0,331.0,72.0,51.0,2100.0,24.0,2.0,Changping,2015-02-19
17294,13,143.0,158.0,64.0,40.0,1300.0,66.0,5.0,Aotizhongxin,13,276.0,304.0,72.0,54.0,2000.0,29.0,3.0,Changping,2015-02-19
17295,14,118.0,132.0,58.0,31.0,1100.0,76.0,5.0,Aotizhongxin,14,238.0,263.0,70.0,50.0,1800.0,38.0,3.0,Changping,2015-02-19
17296,15,86.0,102.0,45.0,28.0,900.0,80.0,5.0,Aotizhongxin,15,209.0,226.0,71.0,46.0,1600.0,49.0,4.0,Changping,2015-02-19
17297,16,101.0,142.0,44.0,24.0,1000.0,85.0,3.0,Aotizhongxin,16,179.0,198.0,65.0,41.0,1500.0,58.0,3.0,Changping,2015-02-19
17298,17,115.0,166.0,28.0,31.0,1100.0,66.0,2.0,Aotizhongxin,17,170.0,214.0,55.0,49.0,1400.0,53.0,2.0,Changping,2015-02-19
17299,18,110.0,119.0,16.0,36.0,1100.0,55.0,2.0,Aotizhongxin,18,162.0,198.0,19.0,37.0,1300.0,50.0,2.0,Changping,2015-02-19
17300,19,114.0,116.0,16.0,33.0,1100.0,58.0,2.0,Aotizhongxin,19,177.0,177.0,14.0,42.0,1400.0,38.0,2.0,Changping,2015-02-19
17301,20,121.0,125.0,16.0,34.0,1100.0,55.0,2.0,Aotizhongxin,20,173.0,173.0,13.0,31.0,1300.0,49.0,2.0,Changping,2015-02-19
17302,21,125.0,130.0,17.0,36.0,1100.0,52.0,2.0,Aotizhongxin,21,163.0,163.0,12.0,29.0,1200.0,49.0,2.0,Changping,2015-02-19
17303,22,134.0,138.0,18.0,38.0,1100.0,52.0,2.0,Aotizhongxin,22,183.0,183.0,11.0,29.0,1200.0,45.0,2.0,Changping,2015-02-19
17304,23,121.0,121.0,21.0,27.0,1000.0,67.0,2.0,Aotizhongxin,23,187.0,187.0,11.0,29.0,1300.0,43.0,2.0,Changping,2015-02-19
17305,0,122.0,122.0,22.0,29.0,1000.0,62.0,2.0,Aotizhongxin,0,192.0,192.0,12.0,30.0,1300.0,41.0,2.0,Changping,2015-02-20
17306,1,120.0,120.0,23.0,22.0,1000.0,70.0,2.0,Aotizhongxin,1,197.0,197.0,13.0,31.0,1300.0,38.0,2.0,Changping,2015-02-20
17307,2,115.0,115.0,22.0,21.0,1000.0,70.0,2.0,Aotizhongxin,2,178.0,178.0,13.0,32.0,1400.0,35.0,2.0,Changping,2015-02-20
17308,3,108.0,108.0,23.0,26.0,1000.0,68.0,2.0,Aotizhongxin,3,153.0,153.0,12.0,31.0,1300.0,38.0,2.0,Changping,2015-02-20
17310,5,96.0,96.0,8.0,29.0,1000.0,44.0,1.0,Aotizhongxin,5,129.0,129.0,11.0,27.0,1400.0,38.0,1.0,Changping,2015-02-20
17311,6,76.0,76.0,8.0,32.0,900.0,46.0,1.0,Aotizhongxin,6,128.0,128.0,6.0,29.0,1500.0,31.0,1.0,Changping,2015-02-20
17313,8,83.0,83.0,9.0,46.0,1200.0,27.0,1.0,Aotizhongxin,8,115.0,115.0,5.0,30.0,1300.0,25.0,1.0,Changping,2015-02-20
17314,9,90.0,90.0,14.0,48.0,1400.0,26.0,1.0,Aotizhongxin,9,120.0,120.0,5.0,33.0,1300.0,22.0,1.0,Changping,2015-02-20
17315,10,88.0,88.0,14.0,47.0,1300.0,24.0,1.0,Aotizhongxin,10,129.0,129.0,4.0,34.0,1500.0,20.0,1.0,Changping,2015-02-20
17316,11,96.0,96.0,18.0,49.0,1500.0,20.0,1.0,Aotizhongxin,11,142.0,142.0,4.0,36.0,1700.0,16.0,1.0,Changping,2015-02-20
17317,12,97.0,97.0,15.0,51.0,1500.0,15.0,2.0,Aotizhongxin,12,126.0,126.0,4.0,37.0,1600.0,18.0,1.0,Changping,2015-02-20
17318,13,102.0,102.0,13.0,53.0,1500.0,12.0,1.0,Aotizhongxin,13,114.0,114.0,5.0,39.0,1600.0,19.0,1.0,Changping,2015-02-20
17319,14,110.0,110.0,12.0,53.0,1600.0,10.0,1.0,Aotizhongxin,14,117.0,117.0,6.0,42.0,1600.0,21.0,1.0,Changping,2015-02-20
17320,15,120.0,120.0,13.0,50.0,1700.0,10.0,1.0,Aotizhongxin,15,116.0,116.0,6.0,39.0,1500.0,24.0,1.0,Changping,2015-02-20
17321,16,125.0,125.0,13.0,51.0,1700.0,7.0,1.0,Aotizhongxin,16,127.0,127.0,6.0,41.0,1500.0,22.0,1.0,Changping,2015-02-20
17322,17,133.0,133.0,13.0,54.0,1800.0,4.0,2.0,Aotizhongxin,17,136.0,136.0,6.0,37.0,1400.0,21.0,1.0,Changping,2015-02-20
17324,19,154.0,154.0,11.0,55.0,1900.0,3.0,1.0,Aotizhongxin,19,145.0,145.0,5.0,44.0,1500.0,9.0,1.0,Changping,2015-02-20
17325,20,158.0,158.0,11.0,55.0,2000.0,3.0,0.1,Aotizhongxin,20,143.0,143.0,5.0,43.0,1500.0,8.0,0.4,Changping,2015-02-20
17326,21,177.0,177.0,11.0,56.0,2100.0,3.0,1.0,Aotizhongxin,21,132.0,132.0,5.0,44.0,1500.0,5.0,1.0,Changping,2015-02-20
17327,22,168.0,168.0,7.0,53.0,2400.0,3.0,0.1,Aotizhongxin,22,143.0,143.0,6.0,49.0,1600.0,2.0,0.4,Changping,2015-02-20
17328,23,172.0,172.0,6.0,54.0,2200.0,3.0,1.0,Aotizhongxin,23,140.0,140.0,6.0,52.0,1800.0,2.0,1.0,Changping,2015-02-20
17329,0,156.0,156.0,10.0,54.0,1700.0,6.0,0.0,Aotizhongxin,0,125.0,125.0,6.0,48.0,1800.0,2.0,1.0,Changping,2015-02-21
17330,1,150.0,150.0,11.0,55.0,1600.0,7.0,1.0,Aotizhongxin,1,117.0,117.0,7.0,47.0,1900.0,2.0,1.0,Changping,2015-02-21
17331,2,162.0,162.0,11.0,56.0,2500.0,3.0,1.0,Aotizhongxin,2,141.0,141.0,6.0,48.0,2400.0,2.0,1.0,Changping,2015-02-21
17332,3,158.0,158.0,13.0,49.0,2100.0,10.0,1.0,Aotizhongxin,3,158.0,158.0,8.0,49.0,2500.0,2.0,1.0,Changping,2015-02-21
17333,4,164.0,164.0,15.0,52.0,2300.0,8.0,1.0,Aotizhongxin,4,144.0,144.0,8.0,53.0,2300.0,2.0,0.1,Changping,2015-02-21
17334,5,158.0,158.0,16.0,55.0,2500.0,6.0,1.0,Aotizhongxin,5,138.0,138.0,8.0,54.0,2200.0,2.0,0.0,Changping,2015-02-21
17335,6,167.0,167.0,22.0,38.0,1800.0,21.0,1.0,Aotizhongxin,6,137.0,137.0,9.0,56.0,2300.0,2.0,0.0,Changping,2015-02-21
17336,7,159.0,159.0,22.0,41.0,1800.0,16.0,1.0,Aotizhongxin,7,150.0,150.0,9.0,55.0,2500.0,2.0,0.0,Changping,2015-02-21
17337,8,147.0,147.0,21.0,41.0,1800.0,16.0,1.0,Aotizhongxin,8,137.0,137.0,8.0,52.0,2400.0,2.0,1.0,Changping,2015-02-21
17338,9,172.0,172.0,21.0,40.0,2000.0,15.0,1.0,Aotizhongxin,9,140.0,140.0,9.0,47.0,2200.0,4.0,1.0,Changping,2015-02-21
17339,10,181.0,181.0,19.0,40.0,2000.0,15.0,1.0,Aotizhongxin,10,149.0,149.0,11.0,51.0,2500.0,4.0,1.0,Changping,2015-02-21
17340,11,212.0,212.0,18.0,38.0,2300.0,20.0,1.0,Aotizhongxin,11,177.0,177.0,11.0,51.0,2700.0,5.0,1.0,Changping,2015-02-21
17342,13,239.0,239.0,18.0,42.0,2300.0,20.0,2.0,Aotizhongxin,13,184.0,184.0,11.0,35.0,2000.0,23.0,2.0,Changping,2015-02-21
17344,15,288.0,288.0,20.0,41.0,2500.0,25.0,4.0,Aotizhongxin,15,188.0,188.0,13.0,35.0,1900.0,33.0,4.0,Changping,2015-02-21
17347,18,38.0,570.0,2.0,9.0,400.0,77.0,2.0,Aotizhongxin,18,20.0,397.0,3.0,13.0,400.0,69.0,2.0,Changping,2015-02-21
17348,19,21.0,382.0,2.0,9.0,300.0,81.0,1.0,Aotizhongxin,19,34.0,386.0,2.0,8.0,300.0,79.0,1.0,Changping,2015-02-21
17350,21,22.0,482.0,2.0,8.0,300.0,79.0,0.0,Aotizhongxin,21,32.0,497.0,2.0,6.0,200.0,75.0,-1.0,Changping,2015-02-21
17351,22,26.0,533.0,2.0,6.0,300.0,77.0,0.0,Aotizhongxin,22,34.0,557.0,2.0,5.0,200.0,73.0,-1.0,Changping,2015-02-21
17352,23,27.0,585.0,3.0,7.0,300.0,74.0,-1.0,Aotizhongxin,23,46.0,720.0,2.0,4.0,200.0,72.0,-2.0,Changping,2015-02-21
17353,0,44.0,844.0,2.0,6.0,300.0,74.0,-2.0,Aotizhongxin,0,57.0,793.0,2.0,2.0,200.0,72.0,-4.0,Changping,2015-02-22
17354,1,49.0,721.0,2.0,5.0,200.0,72.0,-4.0,Aotizhongxin,1,98.0,930.0,2.0,2.0,300.0,68.0,-4.0,Changping,2015-02-22
17356,3,94.0,862.0,2.0,5.0,300.0,70.0,-4.0,Aotizhongxin,3,120.0,992.0,2.0,3.0,200.0,64.0,-5.0,Changping,2015-02-22
17358,5,81.0,637.0,2.0,4.0,300.0,74.0,-4.0,Aotizhongxin,5,101.0,747.0,2.0,4.0,300.0,59.0,-5.0,Changping,2015-02-22
17359,6,65.0,526.0,2.0,5.0,300.0,74.0,-5.0,Aotizhongxin,6,85.0,608.0,5.0,5.0,300.0,60.0,-6.0,Changping,2015-02-22
17360,7,51.0,412.0,2.0,6.0,300.0,72.0,-5.0,Aotizhongxin,7,63.0,411.0,5.0,7.0,400.0,58.0,-6.0,Changping,2015-02-22
17361,8,43.0,313.0,3.0,10.0,300.0,67.0,-4.0,Aotizhongxin,8,48.0,365.0,6.0,8.0,400.0,56.0,-5.0,Changping,2015-02-22
17362,9,31.0,239.0,4.0,11.0,300.0,67.0,-2.0,Aotizhongxin,9,34.0,267.0,6.0,8.0,400.0,57.0,-4.0,Changping,2015-02-22
17363,10,27.0,194.0,6.0,8.0,300.0,70.0,0.0,Aotizhongxin,10,26.0,245.0,7.0,8.0,400.0,58.0,-2.0,Changping,2015-02-22
17364,11,21.0,150.0,7.0,8.0,300.0,72.0,1.0,Aotizhongxin,11,26.0,202.0,11.0,7.0,400.0,59.0,-1.0,Changping,2015-02-22
17366,13,18.0,111.0,6.0,6.0,300.0,76.0,3.0,Aotizhongxin,13,22.0,136.0,11.0,8.0,300.0,60.0,1.0,Changping,2015-02-22
17367,14,19.0,96.0,5.0,6.0,300.0,77.0,3.0,Aotizhongxin,14,25.0,123.0,7.0,9.0,300.0,60.0,2.0,Changping,2015-02-22
17368,15,10.0,93.0,4.0,6.0,300.0,77.0,4.0,Aotizhongxin,15,20.0,111.0,7.0,10.0,300.0,61.0,3.0,Changping,2015-02-22
17369,16,17.0,85.0,4.0,6.0,300.0,78.0,4.0,Aotizhongxin,16,16.0,105.0,7.0,10.0,300.0,61.0,3.0,Changping,2015-02-22
17370,17,18.0,86.0,4.0,8.0,300.0,76.0,4.0,Aotizhongxin,17,21.0,107.0,7.0,12.0,400.0,59.0,3.0,Changping,2015-02-22
17371,18,14.0,80.0,5.0,14.0,300.0,70.0,3.0,Aotizhongxin,18,24.0,110.0,8.0,15.0,400.0,56.0,2.0,Changping,2015-02-22
17372,19,20.0,83.0,6.0,20.0,400.0,64.0,0.0,Aotizhongxin,19,22.0,110.0,10.0,19.0,500.0,51.0,2.0,Changping,2015-02-22
17373,20,22.0,90.0,8.0,30.0,500.0,52.0,-2.0,Aotizhongxin,20,26.0,108.0,10.0,19.0,500.0,49.0,2.0,Changping,2015-02-22
17374,21,22.0,86.0,9.0,55.0,600.0,26.0,-0.7,Aotizhongxin,21,34.0,108.0,15.0,28.0,600.0,36.0,0.0,Changping,2015-02-22
17375,22,26.0,108.0,10.0,67.0,800.0,11.0,-4.0,Aotizhongxin,22,43.0,108.0,17.0,30.0,700.0,32.0,0.0,Changping,2015-02-22
17376,23,29.0,87.0,18.0,51.0,700.0,29.0,-5.0,Aotizhongxin,23,34.0,92.0,12.0,22.0,600.0,38.0,0.0,Changping,2015-02-22
17377,0,26.0,88.0,18.0,23.0,600.0,52.0,-4.0,Aotizhongxin,0,27.0,73.0,7.0,13.0,500.0,46.0,-1.0,Changping,2015-02-23
17378,1,28.0,89.0,19.0,23.0,700.0,49.0,-4.0,Aotizhongxin,1,21.0,68.0,6.0,12.0,400.0,48.0,-1.0,Changping,2015-02-23
17379,2,21.0,82.0,20.0,20.0,600.0,50.0,-4.0,Aotizhongxin,2,18.0,84.0,8.0,13.0,400.0,46.0,-1.0,Changping,2015-02-23
17380,3,22.0,79.0,21.0,19.0,600.0,50.0,-5.0,Aotizhongxin,3,26.0,76.0,9.0,20.0,400.0,39.0,-1.0,Changping,2015-02-23
17381,4,22.0,74.0,34.0,24.0,500.0,45.0,-6.0,Aotizhongxin,4,22.0,90.0,15.0,18.0,500.0,40.0,-1.0,Changping,2015-02-23
17383,6,17.0,73.0,9.0,18.0,500.0,50.0,-8.0,Aotizhongxin,6,21.0,91.0,26.0,16.0,600.0,40.0,-2.0,Changping,2015-02-23
17384,7,21.0,60.0,17.0,46.0,600.0,23.0,-7.0,Aotizhongxin,7,23.0,75.0,30.0,17.0,600.0,37.0,-2.0,Changping,2015-02-23
17385,8,23.0,84.0,23.0,54.0,900.0,16.0,-6.0,Aotizhongxin,8,25.0,78.0,35.0,15.0,700.0,40.0,-1.0,Changping,2015-02-23
17386,9,20.0,65.0,22.0,40.0,800.0,31.0,-2.0,Aotizhongxin,9,27.0,81.0,40.0,17.0,700.0,40.0,0.0,Changping,2015-02-23
17387,10,27.0,79.0,25.0,34.0,700.0,39.0,2.0,Aotizhongxin,10,32.0,80.0,35.0,16.0,600.0,43.0,3.0,Changping,2015-02-23
17388,11,30.0,90.0,33.0,26.0,800.0,52.0,1.9,Aotizhongxin,11,28.0,78.0,19.0,11.0,400.0,56.0,4.1,Changping,2015-02-23
17389,12,40.0,90.0,33.0,34.0,1000.0,52.0,4.0,Aotizhongxin,12,19.0,57.0,15.0,9.0,300.0,66.0,5.0,Changping,2015-02-23
17390,13,35.0,90.0,20.0,29.0,700.0,62.0,4.9,Aotizhongxin,13,18.0,76.0,18.0,13.0,500.0,62.0,5.6,Changping,2015-02-23
17391,14,33.0,108.0,12.0,22.0,600.0,78.0,6.0,Aotizhongxin,14,30.0,77.0,16.0,15.0,500.0,65.0,6.0,Changping,2015-02-23
17392,15,36.0,117.0,11.0,18.0,600.0,84.0,5.0,Aotizhongxin,15,34.0,101.0,14.0,19.0,500.0,71.0,6.0,Changping,2015-02-23
17393,16,44.0,124.0,23.0,21.0,700.0,88.0,6.0,Aotizhongxin,16,31.0,105.0,14.0,18.0,500.0,77.0,6.0,Changping,2015-02-23
17394,17,56.0,131.0,19.0,26.0,800.0,84.0,5.0,Aotizhongxin,17,41.0,110.0,19.0,25.0,500.0,76.0,5.0,Changping,2015-02-23
17395,18,45.0,122.0,18.0,27.0,800.0,78.0,4.0,Aotizhongxin,18,44.0,109.0,21.0,32.0,600.0,65.0,4.0,Changping,2015-02-23
17396,19,55.0,144.0,17.0,39.0,900.0,68.0,2.9,Aotizhongxin,19,42.0,117.0,18.0,27.0,700.0,64.0,3.7,Changping,2015-02-23
17397,20,92.0,181.0,32.0,48.0,1000.0,59.0,2.0,Aotizhongxin,20,81.0,170.0,33.0,40.0,900.0,48.0,2.0,Changping,2015-02-23
17398,21,151.0,272.0,65.0,74.0,1100.0,31.0,0.2,Aotizhongxin,21,127.0,216.0,37.0,46.0,1100.0,42.0,2.0,Changping,2015-02-23
17400,23,209.0,329.0,68.0,91.0,1300.0,15.0,-2.0,Aotizhongxin,23,83.0,132.0,18.0,26.0,1000.0,45.0,-1.0,Changping,2015-02-23
17401,0,174.0,263.0,54.0,88.0,1400.0,16.0,-2.9,Aotizhongxin,0,83.0,134.0,16.0,26.0,1300.0,44.0,-1.9,Changping,2015-02-24
17402,1,104.0,180.0,48.0,68.0,1500.0,31.0,-2.0,Aotizhongxin,1,95.0,145.0,16.0,30.0,1500.0,35.0,-2.0,Changping,2015-02-24
17403,2,154.0,264.0,46.0,90.0,2300.0,12.0,-2.8,Aotizhongxin,2,91.0,133.0,14.0,28.0,1400.0,33.0,-2.8,Changping,2015-02-24
17404,3,185.0,269.0,39.0,80.0,2700.0,13.0,-1.0,Aotizhongxin,3,89.0,142.0,17.0,47.0,2300.0,21.0,-4.0,Changping,2015-02-24
17406,5,176.0,248.0,32.0,70.0,2900.0,14.0,-2.0,Aotizhongxin,5,96.0,142.0,12.0,58.0,2400.0,6.0,-5.0,Changping,2015-02-24
17407,6,162.0,232.0,29.0,67.0,2700.0,12.0,-4.4,Aotizhongxin,6,97.0,139.0,15.0,43.0,1900.0,18.0,-4.7,Changping,2015-02-24
17408,7,128.0,187.0,33.0,63.0,2300.0,12.0,-5.1,Aotizhongxin,7,85.0,141.0,15.0,37.0,1300.0,23.0,-4.5,Changping,2015-02-24
17409,8,116.0,177.0,38.0,65.0,2400.0,12.0,-3.4,Aotizhongxin,8,85.0,137.0,15.0,31.0,1300.0,28.0,-3.5,Changping,2015-02-24
17410,9,111.0,179.0,56.0,68.0,2500.0,17.0,0.0,Aotizhongxin,9,86.0,148.0,24.0,32.0,1300.0,32.0,-1.0,Changping,2015-02-24
17411,10,109.0,189.0,62.0,65.0,2300.0,22.0,1.0,Aotizhongxin,10,106.0,172.0,34.0,50.0,1800.0,23.0,2.0,Changping,2015-02-24
17412,11,101.0,174.0,57.0,52.0,1900.0,32.0,1.8,Aotizhongxin,11,114.0,214.0,48.0,50.0,1800.0,30.0,2.7,Changping,2015-02-24
17414,13,110.0,183.0,53.0,54.0,1900.0,47.0,4.3,Aotizhongxin,13,115.0,183.0,52.0,43.0,1700.0,48.0,5.5,Changping,2015-02-24
17415,14,122.0,195.0,58.0,63.0,1900.0,56.0,5.3,Aotizhongxin,14,124.0,187.0,51.0,42.0,1700.0,64.0,6.6,Changping,2015-02-24
17416,15,143.0,231.0,66.0,58.0,2200.0,69.0,6.3,Aotizhongxin,15,121.0,178.0,47.0,38.0,1600.0,79.0,6.8,Changping,2015-02-24
17417,16,167.0,266.0,60.0,71.0,2500.0,59.0,5.9,Aotizhongxin,16,124.0,200.0,55.0,47.0,1700.0,81.0,6.8,Changping,2015-02-24
17418,17,173.0,278.0,48.0,70.0,2500.0,57.0,5.3,Aotizhongxin,17,148.0,225.0,59.0,51.0,2000.0,78.0,6.2,Changping,2015-02-24
17419,18,182.0,286.0,38.0,67.0,2300.0,58.0,4.4,Aotizhongxin,18,166.0,245.0,55.0,56.0,2300.0,73.0,5.6,Changping,2015-02-24
17420,19,187.0,299.0,29.0,68.0,2100.0,48.0,3.4,Aotizhongxin,19,187.0,276.0,46.0,62.0,2800.0,57.0,4.9,Changping,2015-02-24
17421,20,193.0,301.0,26.0,67.0,1900.0,41.0,2.6,Aotizhongxin,20,212.0,305.0,35.0,68.0,3100.0,40.0,4.3,Changping,2015-02-24
17422,21,185.0,287.0,22.0,74.0,1900.0,25.0,2.3,Aotizhongxin,21,211.0,300.0,30.0,66.0,2600.0,34.0,3.4,Changping,2015-02-24
17423,22,168.0,258.0,22.0,67.0,1700.0,23.0,2.0,Aotizhongxin,22,204.0,260.0,28.0,56.0,2400.0,38.0,2.8,Changping,2015-02-24
17424,23,187.0,281.0,20.0,73.0,1900.0,11.0,2.5,Aotizhongxin,23,196.0,241.0,32.0,54.0,2900.0,37.0,2.2,Changping,2015-02-24
17425,0,186.0,279.0,17.0,67.0,1900.0,14.0,1.8,Aotizhongxin,0,217.0,296.0,24.0,65.0,2900.0,19.0,2.8,Changping,2015-02-25
17426,1,180.0,270.0,18.0,69.0,1900.0,12.0,1.7,Aotizhongxin,1,218.0,299.0,14.0,51.0,2500.0,21.0,0.9,Changping,2015-02-25
17427,2,194.0,294.0,24.0,74.0,2400.0,7.0,2.0,Aotizhongxin,2,214.0,262.0,12.0,55.0,3000.0,15.0,0.0,Changping,2015-02-25
17428,3,199.0,302.0,24.0,73.0,2600.0,8.0,1.6,Aotizhongxin,3,208.0,255.0,14.0,56.0,3000.0,13.0,0.4,Changping,2015-02-25
17429,4,216.0,309.0,29.0,74.0,2900.0,8.0,0.9,Aotizhongxin,4,200.0,236.0,14.0,48.0,2700.0,20.0,0.4,Changping,2015-02-25
17430,5,209.0,292.0,26.0,74.0,2800.0,8.0,-0.2,Aotizhongxin,5,119.0,119.0,14.0,26.0,1700.0,41.0,3.4,Changping,2015-02-25
17431,6,115.0,115.0,14.0,38.0,1200.0,40.0,3.0,Aotizhongxin,6,20.0,20.0,8.0,8.0,400.0,60.0,2.3,Changping,2015-02-25
17432,7,12.0,12.0,7.0,14.0,400.0,63.0,3.0,Aotizhongxin,7,15.0,15.0,10.0,16.0,400.0,54.0,2.0,Changping,2015-02-25
17433,8,12.0,14.0,9.0,16.0,400.0,60.0,3.0,Aotizhongxin,8,10.0,24.0,12.0,15.0,400.0,54.0,2.0,Changping,2015-02-25
17434,9,7.0,20.0,12.0,17.0,400.0,60.0,3.0,Aotizhongxin,9,16.0,25.0,12.0,18.0,400.0,52.0,1.0,Changping,2015-02-25
17435,10,11.0,31.0,11.0,14.0,400.0,68.0,2.6,Aotizhongxin,10,13.0,34.0,15.0,15.0,500.0,57.0,2.6,Changping,2015-02-25
17436,11,13.0,27.0,17.0,11.0,400.0,75.0,4.0,Aotizhongxin,11,15.0,15.0,7.0,11.0,400.0,66.0,3.0,Changping,2015-02-25
17438,13,19.0,26.0,10.0,9.0,400.0,88.0,6.0,Aotizhongxin,13,19.0,38.0,9.0,13.0,400.0,75.0,5.0,Changping,2015-02-25
17439,14,15.0,29.0,8.0,7.0,400.0,90.0,5.7,Aotizhongxin,14,22.0,33.0,5.0,11.0,400.0,78.0,6.0,Changping,2015-02-25
17440,15,18.0,26.0,6.0,8.0,300.0,94.0,7.0,Aotizhongxin,15,16.0,42.0,4.0,11.0,400.0,80.0,6.0,Changping,2015-02-25
17441,16,14.0,29.0,4.0,8.0,300.0,91.0,6.0,Aotizhongxin,16,16.0,36.0,3.0,11.0,400.0,78.0,6.0,Changping,2015-02-25
17442,17,12.0,30.0,3.0,9.0,300.0,88.0,5.3,Aotizhongxin,17,15.0,32.0,2.0,14.0,400.0,74.0,5.8,Changping,2015-02-25
17443,18,11.0,30.0,3.0,14.0,300.0,80.0,4.0,Aotizhongxin,18,14.0,32.0,3.0,16.0,400.0,71.0,4.0,Changping,2015-02-25
17444,19,9.0,30.0,5.0,22.0,400.0,71.0,3.0,Aotizhongxin,19,14.0,25.0,2.0,15.0,300.0,68.0,3.0,Changping,2015-02-25
17445,20,11.0,32.0,8.0,32.0,500.0,59.0,0.0,Aotizhongxin,20,12.0,24.0,3.0,18.0,500.0,63.0,2.0,Changping,2015-02-25
17446,21,18.0,34.0,9.0,41.0,500.0,46.0,-1.0,Aotizhongxin,21,25.0,46.0,12.0,25.0,700.0,51.0,2.0,Changping,2015-02-25
17447,22,18.0,38.0,9.0,54.0,600.0,33.0,-2.0,Aotizhongxin,22,20.0,35.0,7.0,25.0,600.0,49.0,0.0,Changping,2015-02-25
17448,23,44.0,44.0,23.0,55.0,1000.0,35.0,1.0,Aotizhongxin,23,20.0,32.0,7.0,24.0,500.0,46.0,0.0,Changping,2015-02-25
17449,0,23.0,36.0,10.0,26.0,500.0,56.0,1.0,Aotizhongxin,0,16.0,19.0,5.0,14.0,400.0,60.0,1.0,Changping,2015-02-26
17450,1,14.0,23.0,7.0,17.0,400.0,64.0,1.0,Aotizhongxin,1,11.0,17.0,3.0,14.0,300.0,59.0,0.0,Changping,2015-02-26
17451,2,18.0,29.0,8.0,24.0,500.0,53.0,0.0,Aotizhongxin,2,10.0,12.0,2.0,4.0,300.0,66.0,-1.0,Changping,2015-02-26
17452,3,13.0,17.0,4.0,20.0,400.0,57.0,-1.7,Aotizhongxin,3,8.0,10.0,2.0,4.0,300.0,68.0,-1.4,Changping,2015-02-26
17454,5,7.0,9.0,2.0,11.0,300.0,63.0,-2.0,Aotizhongxin,5,6.0,14.0,4.0,11.0,300.0,58.0,-4.0,Changping,2015-02-26
17455,6,9.0,10.0,3.0,15.0,300.0,59.0,-1.0,Aotizhongxin,6,8.0,14.0,4.0,12.0,400.0,56.0,-4.0,Changping,2015-02-26
17456,7,7.0,14.0,7.0,32.0,400.0,43.0,-1.9,Aotizhongxin,7,11.0,16.0,7.0,21.0,400.0,46.0,-4.7,Changping,2015-02-26
17457,8,9.0,14.0,12.0,33.0,500.0,45.0,-1.0,Aotizhongxin,8,14.0,20.0,10.0,25.0,500.0,43.0,-4.0,Changping,2015-02-26
17458,9,13.0,23.0,14.0,29.0,500.0,51.0,1.0,Aotizhongxin,9,15.0,23.0,12.0,23.0,600.0,46.0,-0.8,Changping,2015-02-26
